namep,cntrcd,rgn,ind,tnp,nnp,adr,datein,pttype,srvcs,xchtype,uid,participantstatus,regn,prntbic,englname
ББР Банк (АО),RU,45,121099,г,Москва,"1-ый Николощеповский пер., д. 6 стр. 1",1994-05-01,20,5,1,4525769000,PSAC,2929,,JOINT STOCK COMPANY BBR BANK
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,0052002193,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-12,52,1,0,0051002194,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,0053002194,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,0054002196,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,3512002002,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,6080002004,PSAC,,,
Межрегиональное операционное управление Федерального казначейства,RU,45,109240,город,Москва,"ул. Верхняя Радищевская, д.11, стр.1",2023-11-09,52,1,0,6709002112,PSAC,,,
"МКБ ""ДОН-ТЕКСБАНК"" ООО",RU,60,346500,г,Шахты,"пр-т Красной Армии, 140",1994-01-20,20,3,1,6014718000,PSAC,1818,,
"МКБ ""Дон-Тексбанк"" ООО",RU,60,346500,г,Шахты,"проспект Красной Армии, д. 140",2023-11-08,20,3,1,6015718000,PSAC,1818,,
"АО ""НС Банк""",RU,45,109004,г,Москва,"Добровольческая улица, дом 20, строение 2",1994-12-09,20,5,1,4525158000,PSAC,3124,,NS BANK
"ГК ""АСВ"" - КУ ""АНКОР БАНК"" (АО)",RU,45,127055,г,Москва,"ул Лесная, 59, стр 2",2017-04-24,90,1,0,9209778000,PSAC,889,,
"СПБ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)",RU,40,195112,г,Санкт-Петербург,"пл Карла Фаберже, 8 лит Б",2004-09-23,30,3,1,4030761000,PSAC,1920/4,044525348,
ФИЛИАЛ N 14 АО МОСОБЛБАНК,RU,40,191123,г,Санкт-Петербург,"пр-т Чернышевского, 18 лит А пом 1Н, 2ЛК",2011-05-27,30,3,1,4030907000,PSAC,1751/14,044525521,
Облизбирком,RU,54,302021,г,Орёл,"пл. Ленина, д.1, каб. 233",2000-01-01,99,1,0,5402001529,PSAC,,,
"ФИЛИАЛ ""ПЕТЕРБУРГСКИЙ"" АО КБ ""СОЛИДАРНОСТЬ""",RU,40,199004,г,Санкт-Петербург,"вн.тер.г. муниципальный округ № 7, линия 9-я В.О., д. 34, литера А",2017-10-16,30,3,1,4030751000,PSAC,554/11,043601706,
"ПАО ""БЫСТРОБАНК""",RU,94,426008,г,Ижевск,"ул Пушкинская, 268",1994-01-20,20,5,1,9401814000,PSAC,1745,,BYSTROBANK IZHEVSK RU
"ПАО КБ ""УБРИР""",RU,65,620063,г,Екатеринбург,"ул 8 Марта, 51, этаж 11",1994-01-20,20,5,1,6577795000,PSAC,429,,"Joint Stock Company ""The Ural Bank for Reconstruction and Development"" (UBRD, PJSC)"
"ПАО ""МТС-Банк""",RU,45,115432,г,Москва,"просп. Андропова, д.18, корп.1",1994-01-20,20,5,1,4525232000,PSAC,2268,,MTS BANK
"АО Банк ""Национальный стандарт""",RU,45,115093,г,Москва,"Партийный переулок, дом 1, корпус 57, строение 2,3",2003-01-30,20,5,1,4525498000,PSAC,3421,,National Standard Bank (Joint-stock Company) (National Standard Bank)
"АО ""Банк Русский Стандарт""",RU,45,105187,г,Москва,"ул. Ткацкая, д. 36",2016-06-22,20,5,1,4525151000,PSAC,2289,,RUSSIAN STANDARD BANK
ФИЛИАЛ № 2351 БАНКА ВТБ (ПАО),RU,03,350000,г,Краснодар,"ул. Красноармейская, 43/ ул. им. Гоголя, 68",2018-01-09,30,3,1,0349758000,PSAC,1000/94,044525187,VTB BANK (PJSC) BRANCH N 2351
ВОЛГОГРАДСКОЕ ОТДЕЛЕНИЕ №8621 ПАО СБЕРБАНК,RU,18,400005,г,Волгоград,"ул Коммунистическая, 40",1994-01-20,30,3,1,1806647000,PSAC,1481/264,044525225,
АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК,RU,12,414000,г,Астрахань,"ул Кирова, 41",1994-07-01,30,3,1,1203602000,PSAC,1481/112,044525225,
Избирательная комиссия Рязанской области,RU,61,390000,г,Рязань,"ул Полонского, 7",2000-01-01,99,1,0,6126001002,PSAC,,,
"КУ ООО КБ ""Агросоюз"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, д. 4",1994-01-20,90,1,0,4525322000,PSAC,1459,,
"АКБ ""Абсолют Банк"" (ПАО)",RU,45,127051,г,Москва,"Цветной бульвар, дом 18",1994-01-20,20,5,1,4525976000,PSAC,2306,,ABSOLUT BANK
"ФИЛИАЛ ББР БАНКА (АО), Г. ВЛАДИВОСТОК",RU,05,690002,г,Владивосток,"Океанский пр-т, 131 В",2000-06-30,30,3,1,0507867000,PSAC,2929/1,044525769,Vladivostok Branch of Joint Stock Company BBR Bank
"КУ АО КБ ""Ассоциация"" - ГК ""АСВ""",RU,45,109240,г,Москва,"ул. Высоцкого, 4",2023-11-23,90,1,0,2202908000,PSAC,732,,
"КУ АО ""ЗЕРНОБАНК""- ГК ""АСВ""",RU,45,109240,г,Москва,"ул Высоцкого, 4",2015-12-10,90,1,0,0173754000,PSAC,2337,,
"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.САНКТ-ПЕТЕРБУРГ",RU,40,191023,г,Санкт-Петербург,"ул Инженерная, 9",1995-04-25,30,3,1,4030706000,PSAC,2275/1,044525787,
"Филиал ""Московский"" ООО ""ХКФ Банк""",RU,45,125124,г,Москва,"улица Правды, дом 8, корпус 1, помещение: 1.28-1.30б, 1.54, 1.54а",2023-10-11,30,3,0,4525065000,PSAC,316/10,044525245,
"ООО ""Камкомбанк""",RU,92,423800,г,Набережные Челны,"ул. Гидростроителей, д.21",2019-06-28,20,3,1,9205525000,PSAC,438,,KAMKOMBANK LLC
КУРГАНСКОЕ ОТДЕЛЕНИЕ N8599 ПАО СБЕРБАНК,RU,37,640022,г,Курган,"ул Гоголя, 98",1994-01-20,30,3,1,3735650000,PSAC,1481/717,044525225,
Избирательная комиссия Ненецкого автономного округа,RU,11,166000,г,Нарьян-Мар,"ул Оленная, 25",2000-01-01,99,1,0,1125000002,PSAC,,,
"КУ ПВ-БАНК (ЗАО) ГК ""АСВ""",RU,45,109240,г,Москва,ул. Высоцкого д. 4,2012-06-09,90,1,0,7308815000,PSAC,634,,
"ГК ""АСВ"" - КУ ОАО ГБ ""СИМБИРСК""",RU,45,127994,г,Москва,ГСП-4,2015-03-24,90,1,0,7308811000,PSAC,653,,
"ГК ""АСВ"" - КУ АО БАНК ""РКБ""",RU,36,443030,г,Самара,"ул Вилоновская, 138",2016-11-28,90,1,0,7308818000,PSAC,836,,
"АО АБ ""Капитал""",RU,45,119334,г,Москва,"5-й Донской проезд, д. 17, помещ. 4/1",1994-01-20,20,3,1,4525738000,PSAC,575,,JOINT-STOCK BANK CAPITAL
Избирательная комиссия Ульяновской области,RU,73,432970,г,Ульяновск,"ул Радищева, 1",2000-01-01,99,1,0,7308001007,PSAC,,,
"КУ ЗАО ""СЕВЕРНАЯ КЛИРИНГОВАЯ ПАЛАТА""",RU,45,123022,г,Москва,"Звенигородское ш, 3",2014-12-12,90,1,0,1117309000,PSAC,3317-Р,,
"""СДМ-Банк"" (ПАО)",RU,45,125424,г,Москва,"Волоколамское шоссе, дом 73",1994-01-20,20,5,1,4525685000,PSAC,1637,,SDM-BANK PJSC
ПАО Банк ЗЕНИТ,RU,45,117638,г,Москва,"Одесская ул., д.2",1995-08-03,20,5,1,4525272000,PSAC,3255,,PJSC BANK ZENIT
Филиал №11 АО МОСОБЛБАНК,RU,32,650000,г,Кемерово,"ул Весенняя, 24",2009-06-01,30,3,1,3207757000,PSAC,1751/11,044525521,
"АО ""БАНК ""ВОЛОГЖАНИН""",RU,19,160000,г,Вологда,"ул. Козленская, д. 10",1994-01-20,20,5,1,1909760000,PSAC,1896,,
ООО БАНК ОРАНЖЕВЫЙ,RU,40,190013,г,Санкт-Петербург,"ул. Рузовская, д. 16, лит. А, пом. 13-Н",1994-01-20,20,5,1,4030904000,PSAC,1659,,BANK ORANGE (LLC)
"АКБ ""Ланта-Банк"" (АО)",RU,45,115184,г,Москва,"улица Новокузнецкая, дом 9, строение 2",1994-01-20,20,5,1,4525348000,PSAC,1920,,COMMERCIAL BANK 'LANTA-BANK'
НКО АО НРД,RU,45,105066,г,Москва,"ул. Спартаковская, д.12",2020-11-17,75,3,1,4501002077,PSAC,,,
ОПЕРАЦИОННЫЙ ДЕПАРТАМЕНТ БАНКА РОССИИ,,45,107016,г,Москва 701,"вн.тер.г. муниципальный округ Мещанский, ул Неглинная, д.12, к. В",1996-11-28,15,3,1,4501002000,PSAC,,044537002,
"ГК ""АСВ"" - КУ ОАО ""ВОЛГО-КАМСКИЙ БАНК""",RU,36,127994,г,Москва,ГСП-4,2013-12-23,90,1,0,3601709000,PSAC,282,,
"Ликвидатор КБ ""СПУТНИК"" (ПАО) - ГК ""АСВ""",RU,36,127994,г,Москва,ГСП-4,2016-12-23,90,1,0,3601806000,PSAC,1071,,
"ГК ""АСВ"" - КУ АО АКБ ""ГАЗБАНК""",RU,36,127994,г,Москва,ГСП-4,1994-01-20,90,1,0,3601863000,PSAC,2316,,"Joint-stock Company Commercial bank ""GAZBANK"""
"ГК ""АСВ"" - КУ ООО ""ВСБ""",RU,36,127994,г,Москва,ГСП-4,2014-02-12,90,1,0,3601869000,PSAC,2428,,
"ГК ""АСВ"" - КУ АО ""АК БАНК""",RU,36,127994,г,Москва,ГСП-4,2018-05-31,90,1,0,3601878000,PSAC,3006,,
